# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
98              	3.78788658e-02	1.89394329e-02	1.89394329e-02	6.40842480e-01	1.85598248e-01	4.55244231e-01	-1.34822992e-01	8.60946318e-21	-9.79523763e-20	6.54267987e-20	-6.52389770e-20	1.30665776e-19
99              	3.74020615e-02	1.87010308e-02	1.87010308e-02	6.43909344e-01	1.86484382e-01	4.57424962e-01	-1.35470290e-01	8.65429873e-21	-9.76524262e-20	6.50832660e-20	-6.51107932e-20	1.30194059e-19
100             	3.69436621e-02	1.84718310e-02	1.84718310e-02	6.47009932e-01	1.87410068e-01	4.59599865e-01	-1.36094899e-01	8.69417977e-21	-9.73956757e-20	6.46964891e-20	-6.50474311e-20	1.29743920e-19
101             	3.65008841e-02	1.82504420e-02	1.82504420e-02	6.50128951e-01	1.88350917e-01	4.61778034e-01	-1.36713558e-01	8.73153279e-21	-9.71528021e-20	6.43290681e-20	-6.49882680e-20	1.29317336e-19
102             	3.60678011e-02	1.80339005e-02	1.80339005e-02	6.53230611e-01	1.89293981e-01	4.63936630e-01	-1.37321325e-01	8.76791618e-21	-9.69160191e-20	6.40135825e-20	-6.49092278e-20	1.28922810e-19
103             	3.56631759e-02	1.78315879e-02	1.78315879e-02	6.56352437e-01	1.90292535e-01	4.66059902e-01	-1.37883683e-01	8.79892719e-21	-9.67194340e-20	6.36429065e-20	-6.48979807e-20	1.28540887e-19
104             	3.52823636e-02	1.76411818e-02	1.76411818e-02	6.59463020e-01	1.91309911e-01	4.68153109e-01	-1.38421599e-01	8.82853311e-21	-9.65208308e-20	6.33229695e-20	-6.48593460e-20	1.28182316e-19
105             	3.49280567e-02	1.74640284e-02	1.74640284e-02	6.62596124e-01	1.92355671e-01	4.70240453e-01	-1.38942391e-01	8.85260514e-21	-9.63633470e-20	6.29431597e-20	-6.48917672e-20	1.27834927e-19
106             	3.46048452e-02	1.73024226e-02	1.73024226e-02	6.65709803e-01	1.93426125e-01	4.72283678e-01	-1.39428776e-01	8.87400536e-21	-9.62166083e-20	6.25775042e-20	-6.49278562e-20	1.27505360e-19
107             	3.43150302e-02	1.71575151e-02	1.71575151e-02	6.68817431e-01	1.94525158e-01	4.74292273e-01	-1.39883557e-01	8.89176127e-21	-9.60886707e-20	6.22048905e-20	-6.49862255e-20	1.27191116e-19
108             	3.40591065e-02	1.70295533e-02	1.70295533e-02	6.71910300e-01	1.95652420e-01	4.76257880e-01	-1.40302730e-01	8.90646815e-21	-9.59760094e-20	6.18278645e-20	-6.50620772e-20	1.26889942e-19
109             	3.38392334e-02	1.69196167e-02	1.69196167e-02	6.74980999e-01	1.96806282e-01	4.78174717e-01	-1.40684218e-01	8.91820289e-21	-9.58792276e-20	6.14452230e-20	-6.51566161e-20	1.26601839e-19
110             	3.36561464e-02	1.68280732e-02	1.68280732e-02	6.78027546e-01	1.97985100e-01	4.80042446e-01	-1.41028673e-01	8.92707424e-21	-9.57963004e-20	6.10572362e-20	-6.52676823e-20	1.26324919e-19
111             	3.35100901e-02	1.67550450e-02	1.67550450e-02	6.81047085e-01	1.99188048e-01	4.81859037e-01	-1.41335494e-01	8.93325128e-21	-9.57270648e-20	6.06621091e-20	-6.53960102e-20	1.26058119e-19
112             	3.34014705e-02	1.67007352e-02	1.67007352e-02	6.84037853e-01	2.00414055e-01	4.83623798e-01	-1.41604871e-01	8.93696747e-21	-9.56699425e-20	6.02611693e-20	-6.55393578e-20	1.25800527e-19
113             	3.33299037e-02	1.66649518e-02	1.66649518e-02	6.86995574e-01	2.01661573e-01	4.85334001e-01	-1.41836214e-01	8.93849614e-21	-9.56237396e-20	5.98545638e-20	-6.56964577e-20	1.25551021e-19
114             	3.32952780e-02	1.66476390e-02	1.66476390e-02	6.89920902e-01	2.02929275e-01	4.86991627e-01	-1.42031176e-01	8.93804548e-21	-9.55872458e-20	5.94436203e-20	-6.58654356e-20	1.25309056e-19
115             	3.32966368e-02	1.66483184e-02	1.66483184e-02	6.92811226e-01	2.04216075e-01	4.88595151e-01	-1.42189538e-01	8.93587663e-21	-9.55594005e-20	5.90274654e-20	-6.60456678e-20	1.25073133e-19
116             	3.33329950e-02	1.66664975e-02	1.66664975e-02	6.95663331e-01	2.05520251e-01	4.90143080e-01	-1.42311414e-01	8.93217866e-21	-9.55394333e-20	5.86051135e-20	-6.62368766e-20	1.24841990e-19
117             	3.34030656e-02	1.67015328e-02	1.67015328e-02	6.98475726e-01	2.06840557e-01	4.91635169e-01	-1.42397306e-01	8.92709617e-21	-9.55268239e-20	5.81749593e-20	-6.64393443e-20	1.24614304e-19
118             	3.35053962e-02	1.67526981e-02	1.67526981e-02	7.01247665e-01	2.08175257e-01	4.93072408e-01	-1.42448575e-01	8.92074926e-21	-9.55209208e-20	5.77350269e-20	-6.66534074e-20	1.24388434e-19
119             	3.36382941e-02	1.68191471e-02	1.68191471e-02	7.03972819e-01	2.09522171e-01	4.94450648e-01	-1.42464238e-01	8.91328871e-21	-9.55211068e-20	5.72833953e-20	-6.68794091e-20	1.24162804e-19
120             	3.37999211e-02	1.68999606e-02	1.68999606e-02	7.06650449e-01	2.10879086e-01	4.95771363e-01	-1.42446139e-01	8.90478521e-21	-9.55269638e-20	5.68176909e-20	-6.71181184e-20	1.23935809e-19
121             	3.39882321e-02	1.69941160e-02	1.69941160e-02	7.09274097e-01	2.12243175e-01	4.97030922e-01	-1.42393874e-01	8.89537233e-21	-9.55381626e-20	5.63361097e-20	-6.73701078e-20	1.23706217e-19
122             	3.42009824e-02	1.71004912e-02	1.71004912e-02	7.11840656e-01	2.13611649e-01	4.98229008e-01	-1.42308679e-01	8.88515234e-21	-9.55538540e-20	5.58371299e-20	-6.76352890e-20	1.23472419e-19
123             	3.44358976e-02	1.72179488e-02	1.72179488e-02	7.14346643e-01	2.14981678e-01	4.99364965e-01	-1.42191644e-01	8.87420824e-21	-9.55739247e-20	5.53187029e-20	-6.79145733e-20	1.23233276e-19
124             	3.46903871e-02	1.73451935e-02	1.73451935e-02	7.16786713e-01	2.16349918e-01	5.00436795e-01	-1.42043438e-01	8.86266102e-21	-9.55976772e-20	5.47798115e-20	-6.82077715e-20	1.22987583e-19
125             	3.49618047e-02	1.74809023e-02	1.74809023e-02	7.19158876e-01	2.17713434e-01	5.01445442e-01	-1.41866004e-01	8.85060489e-21	-9.56249237e-20	5.42187284e-20	-6.85155595e-20	1.22734288e-19
126             	3.52475172e-02	1.76237586e-02	1.76237586e-02	7.21455306e-01	2.19067890e-01	5.02387416e-01	-1.41659763e-01	8.83818080e-21	-9.56553389e-20	5.36357022e-20	-6.88374878e-20	1.22473190e-19
127             	3.55423046e-02	1.77711523e-02	1.77711523e-02	7.23634594e-01	2.20406783e-01	5.03227812e-01	-1.41410514e-01	8.82554245e-21	-9.56817038e-20	5.30462326e-20	-6.91585875e-20	1.22204820e-19
128             	3.58474922e-02	1.79237461e-02	1.79237461e-02	7.25801676e-01	2.21736665e-01	5.04065012e-01	-1.41164174e-01	8.81268356e-21	-9.57218039e-20	5.24047877e-20	-6.95194100e-20	1.21924198e-19
129             	3.61574906e-02	1.80787453e-02	1.80787453e-02	7.27864683e-01	2.23040827e-01	5.04823856e-01	-1.40891514e-01	8.80009124e-21	-9.57583391e-20	5.17550410e-20	-6.98808185e-20	1.21635860e-19
130             	3.64665242e-02	1.82332621e-02	1.82332621e-02	7.29744166e-01	2.24305178e-01	5.05438988e-01	-1.40566905e-01	8.78795562e-21	-9.57873057e-20	5.11093475e-20	-7.02326320e-20	1.21341979e-19
131             	3.67788601e-02	1.83894301e-02	1.83894301e-02	7.31657034e-01	2.25558287e-01	5.06098747e-01	-1.40270230e-01	8.77580986e-21	-9.58305690e-20	5.04127223e-20	-7.06242079e-20	1.21036930e-19
132             	3.70870197e-02	1.85435098e-02	1.85435098e-02	7.33486717e-01	2.26781472e-01	5.06705245e-01	-1.39961886e-01	8.76450551e-21	-9.58653743e-20	4.97122872e-20	-7.10092307e-20	1.20721518e-19
133             	3.73844533e-02	1.86922266e-02	1.86922266e-02	7.35131668e-01	2.27956021e-01	5.07175647e-01	-1.39609813e-01	8.75444084e-21	-9.58881594e-20	4.90247179e-20	-7.13758005e-20	1.20400518e-19
134             	3.76772243e-02	1.88386122e-02	1.88386122e-02	7.36813571e-01	2.29108361e-01	5.07705210e-01	-1.39298424e-01	8.74504669e-21	-9.59241419e-20	4.82932409e-20	-7.17775215e-20	1.20070762e-19
135             	3.79536964e-02	1.89768482e-02	1.89768482e-02	7.38431686e-01	2.30234352e-01	5.08197334e-01	-1.38981491e-01	8.73740401e-21	-9.59347231e-20	4.75854921e-20	-7.21419771e-20	1.19727469e-19
136             	3.82169482e-02	1.91084741e-02	1.91084741e-02	7.39966375e-01	2.31307053e-01	5.08659322e-01	-1.38676135e-01	8.73090085e-21	-9.59624200e-20	4.68406537e-20	-7.25420931e-20	1.19382747e-19
137             	3.84587943e-02	1.92293971e-02	1.92293971e-02	7.41432857e-01	2.32345790e-01	5.09087067e-01	-1.38370639e-01	8.72645523e-21	-9.59613473e-20	4.61342813e-20	-7.28942067e-20	1.19028488e-19
138             	3.86835462e-02	1.93417731e-02	1.93417731e-02	7.42878861e-01	2.33335488e-01	5.09543372e-01	-1.38103942e-01	8.72338917e-21	-9.59753327e-20	4.53948153e-20	-7.32779250e-20	1.18672740e-19
139             	3.88856000e-02	1.94428000e-02	1.94428000e-02	7.44290366e-01	2.34284262e-01	5.10006104e-01	-1.37860921e-01	8.72239529e-21	-9.59718436e-20	4.46809383e-20	-7.36313744e-20	1.18312313e-19
140             	3.90581462e-02	1.95290731e-02	1.95290731e-02	7.45605096e-01	2.35185346e-01	5.10419750e-01	-1.37617202e-01	8.72388281e-21	-9.59456137e-20	4.40053042e-20	-7.39429616e-20	1.17948266e-19
141             	3.92095261e-02	1.96047630e-02	1.96047630e-02	7.46963016e-01	2.36044511e-01	5.10918505e-01	-1.37436997e-01	8.72698154e-21	-9.59295610e-20	4.33107634e-20	-7.42741793e-20	1.17584943e-19
142             	3.93345049e-02	1.96672525e-02	1.96672525e-02	7.48326131e-01	2.36868710e-01	5.11457421e-01	-1.37294355e-01	8.73216399e-21	-9.58964892e-20	4.26449673e-20	-7.45740055e-20	1.17218973e-19
143             	3.94247048e-02	1.97123524e-02	1.97123524e-02	7.49614000e-01	2.37647157e-01	5.11966843e-01	-1.37159843e-01	8.74005750e-21	-9.58387465e-20	4.20248548e-20	-7.48263191e-20	1.16851174e-19
144             	3.94926501e-02	1.97463251e-02	1.97463251e-02	7.50973359e-01	2.38389157e-01	5.12584202e-01	-1.37097523e-01	8.74958577e-21	-9.57897074e-20	4.13995314e-20	-7.50899417e-20	1.16489473e-19
145             	3.95295583e-02	1.97647791e-02	1.97647791e-02	7.52341980e-01	2.39107175e-01	5.13234804e-01	-1.37063814e-01	8.76180768e-21	-9.57088512e-20	4.08333284e-20	-7.52921870e-20	1.16125515e-19
146             	3.95391935e-02	1.97695968e-02	1.97695968e-02	7.53748929e-01	2.39788503e-01	5.13960426e-01	-1.37085962e-01	8.77522189e-21	-9.56386856e-20	4.02492679e-20	-7.55140516e-20	1.15763320e-19
147             	3.95193455e-02	1.97596727e-02	1.97596727e-02	7.55171341e-01	2.40448551e-01	5.14722790e-01	-1.37137120e-01	8.79134383e-21	-9.55356511e-20	3.97433006e-20	-7.56640008e-20	1.15407301e-19
148             	3.94757591e-02	1.97378795e-02	1.97378795e-02	7.56657643e-01	2.41080031e-01	5.15577612e-01	-1.37248790e-01	8.80851738e-21	-9.54445533e-20	3.92229948e-20	-7.58330559e-20	1.15056051e-19
149             	3.94052867e-02	1.97026434e-02	1.97026434e-02	7.58180110e-01	2.41700096e-01	5.16480013e-01	-1.37389959e-01	8.82801476e-21	-9.53214876e-20	3.87775821e-20	-7.59326966e-20	1.14710279e-19
150             	3.93155871e-02	1.96577935e-02	1.96577935e-02	7.59780158e-01	2.42302450e-01	5.17477708e-01	-1.37587629e-01	8.84798872e-21	-9.52123282e-20	3.83197413e-20	-7.60524575e-20	1.14372199e-19
151             	3.92052705e-02	1.96026352e-02	1.96026352e-02	7.61440006e-01	2.42896861e-01	5.18543145e-01	-1.37823142e-01	8.86952473e-21	-9.50846356e-20	3.79132536e-20	-7.61280088e-20	1.14041262e-19
152             	3.90720774e-02	1.95360387e-02	1.95360387e-02	7.63129523e-01	2.43484669e-01	5.19644854e-01	-1.38080092e-01	8.89268689e-21	-9.49367256e-20	3.75628425e-20	-7.61553043e-20	1.13718147e-19
153             	3.89282616e-02	1.94641308e-02	1.94641308e-02	7.64910127e-01	2.44070817e-01	5.20839310e-01	-1.38384246e-01	8.91577306e-21	-9.48013425e-20	3.72078018e-20	-7.61974415e-20	1.13405243e-19
154             	3.87683408e-02	1.93841704e-02	1.93841704e-02	7.66742830e-01	2.44665239e-01	5.22077591e-01	-1.38706176e-01	8.94026450e-21	-9.46412696e-20	3.69171718e-20	-7.61826837e-20	1.13099856e-19
155             	3.85996756e-02	1.92998378e-02	1.92998378e-02	7.68652159e-01	2.45260113e-01	5.23392045e-01	-1.39065966e-01	8.96413617e-21	-9.44963280e-20	3.66121180e-20	-7.61902690e-20	1.12802387e-19
156             	3.84188943e-02	1.92094471e-02	1.92094471e-02	7.70594335e-01	2.45863461e-01	5.24730874e-01	-1.39433707e-01	8.98929128e-21	-9.43279861e-20	3.63763498e-20	-7.61398112e-20	1.12516161e-19
157             	3.82360757e-02	1.91180378e-02	1.91180378e-02	7.72609600e-01	2.46475113e-01	5.26134487e-01	-1.39829687e-01	9.01325035e-21	-9.41769477e-20	3.61248117e-20	-7.61145419e-20	1.12239354e-19
158             	3.80475006e-02	1.90237503e-02	1.90237503e-02	7.74657135e-01	2.47100504e-01	5.27556632e-01	-1.40228064e-01	9.03790362e-21	-9.40066014e-20	3.59351247e-20	-7.60390390e-20	1.11974164e-19
159             	3.78597090e-02	1.89298545e-02	1.89298545e-02	7.76762610e-01	2.47736039e-01	5.29026571e-01	-1.40645266e-01	9.06118064e-21	-9.38544302e-20	3.57249446e-20	-7.59919579e-20	1.11716903e-19
160             	3.76746012e-02	1.88373006e-02	1.88373006e-02	7.78906095e-01	2.48386557e-01	5.30519538e-01	-1.41066491e-01	9.08401853e-21	-9.36965325e-20	3.55503405e-20	-7.59213622e-20	1.11471703e-19
161             	3.74895874e-02	1.87447937e-02	1.87447937e-02	7.81053718e-01	2.49047251e-01	5.32006466e-01	-1.41479607e-01	9.10676971e-21	-9.35314314e-20	3.54153722e-20	-7.58237454e-20	1.11239118e-19
162             	3.73129275e-02	1.86564637e-02	1.86564637e-02	7.83254027e-01	2.49729640e-01	5.33524387e-01	-1.41897373e-01	9.12775935e-21	-9.33843216e-20	3.52594759e-20	-7.57545837e-20	1.11014060e-19
163             	3.71429232e-02	1.85714616e-02	1.85714616e-02	7.85467567e-01	2.50430339e-01	5.35037228e-01	-1.42303445e-01	9.14837132e-21	-9.32272077e-20	3.51480799e-20	-7.56531678e-20	1.10801248e-19
164             	3.69823696e-02	1.84911848e-02	1.84911848e-02	7.87705411e-01	2.51144547e-01	5.36560864e-01	-1.42708158e-01	9.16702646e-21	-9.30897997e-20	3.50086773e-20	-7.55854611e-20	1.10594138e-19
165             	3.68302868e-02	1.84151434e-02	1.84151434e-02	7.89934951e-01	2.51872768e-01	5.38062183e-01	-1.43094707e-01	9.18535123e-21	-9.29437367e-20	3.49141579e-20	-7.54866578e-20	1.10400816e-19
166             	3.66912246e-02	1.83456123e-02	1.83456123e-02	7.92189626e-01	2.52619971e-01	5.39569654e-01	-1.43474841e-01	9.20144083e-21	-9.28181467e-20	3.47879670e-20	-7.54241632e-20	1.10212130e-19
167             	3.65638000e-02	1.82819000e-02	1.82819000e-02	7.94429782e-01	2.53379711e-01	5.41050071e-01	-1.43835180e-01	9.21690808e-21	-9.26866778e-20	3.46989143e-20	-7.53372207e-20	1.10036135e-19
168             	3.64500799e-02	1.82250400e-02	1.82250400e-02	7.96685943e-01	2.54156642e-01	5.42529300e-01	-1.44186329e-01	9.23028906e-21	-9.25743214e-20	3.45773316e-20	-7.52856556e-20	1.09862987e-19
169             	3.63494880e-02	1.81747440e-02	1.81747440e-02	7.98924371e-01	2.54946466e-01	5.43977905e-01	-1.44515720e-01	9.24303118e-21	-9.24569285e-20	3.44893234e-20	-7.52122668e-20	1.09701590e-19
170             	3.62629947e-02	1.81314973e-02	1.81314973e-02	8.01169317e-01	2.55752187e-01	5.45417129e-01	-1.44832471e-01	9.25372253e-21	-9.23583058e-20	3.43650682e-20	-7.51757717e-20	1.09540840e-19
171             	3.61905983e-02	1.80952991e-02	1.80952991e-02	8.03384070e-01	2.56565976e-01	5.46818094e-01	-1.45126059e-01	9.26366555e-21	-9.22563755e-20	3.42690022e-20	-7.51218744e-20	1.09390877e-19
172             	3.61325502e-02	1.80662751e-02	1.80662751e-02	8.05600448e-01	2.57394641e-01	5.48205808e-01	-1.45405583e-01	9.27166557e-21	-9.21712888e-20	3.41362385e-20	-7.51031696e-20	1.09239408e-19
173             	3.60894407e-02	1.80447203e-02	1.80447203e-02	8.07793198e-01	2.58230196e-01	5.49563002e-01	-1.45666403e-01	9.27847481e-21	-9.20886995e-20	3.40083376e-20	-7.50845307e-20	1.09092868e-19
174             	3.60577817e-02	1.80288908e-02	1.80288908e-02	8.09935009e-01	2.59066327e-01	5.50868682e-01	-1.45901177e-01	9.28461310e-21	-9.20070290e-20	3.38913059e-20	-7.50613760e-20	1.08952682e-19
175             	3.60407757e-02	1.80203879e-02	1.80203879e-02	8.12098427e-01	2.59922976e-01	5.52175451e-01	-1.46126238e-01	9.28908997e-21	-9.19385579e-20	3.37410855e-20	-7.50680151e-20	1.08809101e-19
176             	3.60368750e-02	1.80184375e-02	1.80184375e-02	8.14226481e-01	2.60782836e-01	5.53443646e-01	-1.46330405e-01	9.29293716e-21	-9.18666336e-20	3.36069315e-20	-7.50631679e-20	1.08670099e-19
177             	3.60442292e-02	1.80221146e-02	1.80221146e-02	8.16339130e-01	2.61648867e-01	5.54690264e-01	-1.46520699e-01	9.29547448e-21	-9.18070012e-20	3.34370625e-20	-7.50884699e-20	1.08525532e-19
178             	3.60637862e-02	1.80318931e-02	1.80318931e-02	8.18424725e-01	2.62517093e-01	5.55907632e-01	-1.46695269e-01	9.29715851e-21	-9.17488436e-20	3.32666349e-20	-7.51155262e-20	1.08382161e-19
179             	3.60926420e-02	1.80463210e-02	1.80463210e-02	8.20461144e-01	2.63383031e-01	5.57078112e-01	-1.46847541e-01	9.29846909e-21	-9.16885189e-20	3.31043513e-20	-7.51363433e-20	1.08240695e-19
180             	3.61318070e-02	1.80659035e-02	1.80659035e-02	8.22510630e-01	2.64260621e-01	5.58250009e-01	-1.46994694e-01	9.29879201e-21	-9.16379918e-20	3.29073980e-20	-7.51842928e-20	1.08091691e-19
181             	3.61805445e-02	1.80902723e-02	1.80902723e-02	8.24528180e-01	2.65136000e-01	5.59392180e-01	-1.47128090e-01	9.29862305e-21	-9.15868831e-20	3.27082975e-20	-7.52327344e-20	1.07941032e-19
182             	3.62355102e-02	1.81177551e-02	1.81177551e-02	8.26483493e-01	2.66002406e-01	5.60481087e-01	-1.47239341e-01	9.29837011e-21	-9.15315703e-20	3.25181773e-20	-7.52724816e-20	1.07790659e-19
183             	3.62977198e-02	1.81488599e-02	1.81488599e-02	8.28466425e-01	2.66881225e-01	5.61585199e-01	-1.47351987e-01	9.29751544e-21	-9.14839738e-20	3.22944099e-20	-7.53367688e-20	1.07631179e-19
184             	3.63665324e-02	1.81832662e-02	1.81832662e-02	8.30414302e-01	2.67756359e-01	5.62657943e-01	-1.47450792e-01	9.29663178e-21	-9.14293472e-20	3.20833810e-20	-7.53876567e-20	1.07471038e-19
185             	3.64384093e-02	1.82192046e-02	1.82192046e-02	8.32341696e-01	2.68628386e-01	5.63713310e-01	-1.47542462e-01	9.29552866e-21	-9.13826947e-20	3.18370928e-20	-7.54641483e-20	1.07301241e-19
186             	3.65142148e-02	1.82571074e-02	1.82571074e-02	8.34247046e-01	2.69496858e-01	5.64750188e-01	-1.47626665e-01	9.29442946e-21	-9.13335564e-20	3.15899057e-20	-7.55386035e-20	1.07128509e-19
187             	3.65916311e-02	1.82958156e-02	1.82958156e-02	8.36103944e-01	2.70355757e-01	5.65748187e-01	-1.47696215e-01	9.29361879e-21	-9.12776236e-20	3.13532766e-20	-7.56009853e-20	1.06954262e-19
188             	3.66697863e-02	1.83348932e-02	1.83348932e-02	8.37967492e-01	2.71213958e-01	5.66753534e-01	-1.47769788e-01	9.29284721e-21	-9.12292687e-20	3.10817428e-20	-7.56883973e-20	1.06770140e-19
189             	3.67486946e-02	1.83743473e-02	1.83743473e-02	8.39804672e-01	2.72063914e-01	5.67740758e-01	-1.47838422e-01	9.29229467e-21	-9.11764050e-20	3.08107521e-20	-7.57710289e-20	1.06581781e-19
190             	3.68248118e-02	1.84124059e-02	1.84124059e-02	8.41576343e-01	2.72898154e-01	5.68678189e-01	-1.47890018e-01	9.29228525e-21	-9.11152039e-20	3.05519780e-20	-7.58392149e-20	1.06391193e-19
191             	3.68990083e-02	1.84495041e-02	1.84495041e-02	8.43371887e-01	2.73734575e-01	5.69637311e-01	-1.47951368e-01	9.29250027e-21	-9.10610118e-20	3.02590836e-20	-7.59314700e-20	1.06190554e-19
192             	3.69720293e-02	1.84860146e-02	1.84860146e-02	8.45147368e-01	2.74564596e-01	5.70582773e-01	-1.48009089e-01	9.29303624e-21	-9.09951632e-20	2.99832969e-20	-7.60035147e-20	1.05986812e-19
193             	3.70388378e-02	1.85194189e-02	1.85194189e-02	8.46902377e-01	2.75385486e-01	5.71516892e-01	-1.48065703e-01	9.29416903e-21	-9.09376306e-20	2.96707170e-20	-7.61022721e-20	1.05772989e-19
194             	3.71024684e-02	1.85512342e-02	1.85512342e-02	8.48651485e-01	2.76200535e-01	5.72450950e-01	-1.48125207e-01	9.29564511e-21	-9.08745312e-20	2.93612155e-20	-7.61939235e-20	1.05555139e-19
195             	3.71602404e-02	1.85801202e-02	1.85801202e-02	8.50380307e-01	2.77006685e-01	5.73373622e-01	-1.48183468e-01	9.29782329e-21	-9.08078590e-20	2.90474798e-20	-7.62841192e-20	1.05331599e-19
196             	3.72119410e-02	1.86059705e-02	1.86059705e-02	8.52094868e-01	2.77804277e-01	5.74290591e-01	-1.48243157e-01	9.30053593e-21	-9.07394135e-20	2.87275272e-20	-7.63756499e-20	1.05103177e-19
197             	3.72566435e-02	1.86283217e-02	1.86283217e-02	8.53793313e-01	2.78592516e-01	5.75200797e-01	-1.48304141e-01	9.30385004e-21	-9.06684834e-20	2.84022402e-20	-7.64673633e-20	1.04869603e-19
198             	3.72941847e-02	1.86470923e-02	1.86470923e-02	8.55478179e-01	2.79371453e-01	5.76106726e-01	-1.48367636e-01	9.30770203e-21	-9.05961062e-20	2.80715894e-20	-7.65603115e-20	1.04631901e-19
199             	3.73237027e-02	1.86618513e-02	1.86618513e-02	8.57145330e-01	2.80140582e-01	5.77004747e-01	-1.48432082e-01	9.31215996e-21	-9.05220279e-20	2.77356653e-20	-7.66541953e-20	1.04389861e-19
200             	3.73453272e-02	1.86726636e-02	1.86726636e-02	8.58798326e-01	2.80900740e-01	5.77897586e-01	-1.48498423e-01	9.31713468e-21	-9.04470615e-20	2.73943537e-20	-7.67498847e-20	1.04144238e-19
201             	3.73586576e-02	1.86793288e-02	1.86793288e-02	8.60434344e-01	2.81651535e-01	5.78782809e-01	-1.48565637e-01	9.32264659e-21	-9.03715936e-20	2.70473016e-20	-7.68479428e-20	1.03895244e-19
202             	3.73638032e-02	1.86819016e-02	1.86819016e-02	8.62052967e-01	2.82392954e-01	5.79660013e-01	-1.48633529e-01	9.32864684e-21	-9.02962612e-20	2.66947915e-20	-7.69488655e-20	1.03643657e-19
203             	3.73612646e-02	1.86806323e-02	1.86806323e-02	8.63656613e-01	2.83125848e-01	5.80530765e-01	-1.48702458e-01	9.33506648e-21	-9.02210195e-20	2.63378700e-20	-7.70520845e-20	1.03389954e-19
204             	3.73509058e-02	1.86754529e-02	1.86754529e-02	8.65242153e-01	2.83849994e-01	5.81392160e-01	-1.48771083e-01	9.34191633e-21	-9.01463805e-20	2.59759122e-20	-7.71584244e-20	1.03134337e-19
205             	3.73330406e-02	1.86665203e-02	1.86665203e-02	8.66807493e-01	2.84565111e-01	5.82242382e-01	-1.48838635e-01	9.34913845e-21	-9.00734432e-20	2.56086276e-20	-7.72691293e-20	1.02877757e-19
206             	3.73078956e-02	1.86539478e-02	1.86539478e-02	8.68350253e-01	2.85271127e-01	5.83079126e-01	-1.48904000e-01	9.35670281e-21	-9.00022962e-20	2.52363809e-20	-7.73841057e-20	1.02620487e-19
207             	3.72761683e-02	1.86380842e-02	1.86380842e-02	8.69870972e-01	2.85968419e-01	5.83902553e-01	-1.48967067e-01	9.36452805e-21	-8.99336611e-20	2.48596429e-20	-7.75038396e-20	1.02363483e-19
208             	3.72379429e-02	1.86189715e-02	1.86189715e-02	8.71365153e-01	2.86656452e-01	5.84708702e-01	-1.49026125e-01	9.37260818e-21	-8.98679790e-20	2.44779621e-20	-7.76289980e-20	1.02106960e-19
209             	3.71942605e-02	1.85971302e-02	1.85971302e-02	8.72835113e-01	2.87336105e-01	5.85499008e-01	-1.49081451e-01	9.38083169e-21	-8.98057161e-20	2.40924358e-20	-7.77594983e-20	1.01851934e-19
210             	3.71445616e-02	1.85722808e-02	1.85722808e-02	8.74260313e-01	2.88003747e-01	5.86256565e-01	-1.49126409e-01	9.38937057e-21	-8.97402152e-20	2.37230727e-20	-7.78786789e-20	1.01601752e-19
211             	3.70902214e-02	1.85451107e-02	1.85451107e-02	8.75676074e-01	2.88667019e-01	5.87009055e-01	-1.49171018e-01	9.39777180e-21	-8.96908155e-20	2.33172418e-20	-7.80321946e-20	1.01349436e-19
212             	3.70333259e-02	1.85166630e-02	1.85166630e-02	8.77068543e-01	2.89321355e-01	5.87747188e-01	-1.49212916e-01	9.40601742e-21	-8.96418026e-20	2.29178137e-20	-7.81828957e-20	1.01100709e-19
213             	3.69711772e-02	1.84855886e-02	1.84855886e-02	8.78396171e-01	2.89957169e-01	5.88439001e-01	-1.49240916e-01	9.41455356e-21	-8.95906379e-20	2.25365473e-20	-7.83223643e-20	1.00858912e-19
214             	3.69070997e-02	1.84535498e-02	1.84535498e-02	8.79712071e-01	2.90592826e-01	5.89119245e-01	-1.49263209e-01	9.42306546e-21	-8.95549598e-20	2.21269382e-20	-7.84914908e-20	1.00618429e-19
215             	3.68424224e-02	1.84212112e-02	1.84212112e-02	8.81003046e-01	2.91220813e-01	5.89782232e-01	-1.49280710e-01	9.43120349e-21	-8.95201607e-20	2.17211235e-20	-7.86595989e-20	1.00380722e-19
216             	3.67747380e-02	1.83873690e-02	1.83873690e-02	8.82224712e-01	2.91828377e-01	5.90396335e-01	-1.49283979e-01	9.43942831e-21	-8.94853597e-20	2.13327580e-20	-7.88189807e-20	1.00151739e-19
