# Region type : patch farfield
# Faces         : 1280
# Area          : 4.29356266e-01
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)	areaAverage(T)	areaAverage(U)
268             	3.84162748e+04	2.88211814e+02	(2.48619268e+02 -7.53864236e-16 1.15548464e+01)
269             	3.84157438e+04	2.88215209e+02	(2.48615277e+02 -7.53904796e-16 1.15540169e+01)
270             	3.84154999e+04	2.88218685e+02	(2.48613097e+02 -7.53949033e-16 1.15532460e+01)
271             	3.84155356e+04	2.88222199e+02	(2.48613036e+02 -7.53995623e-16 1.15526635e+01)
272             	3.84158142e+04	2.88225514e+02	(2.48614665e+02 -7.54054271e-16 1.15522045e+01)
273             	3.84162924e+04	2.88228725e+02	(2.48617898e+02 -7.54098647e-16 1.15519322e+01)
274             	3.84170002e+04	2.88231946e+02	(2.48622915e+02 -7.54126633e-16 1.15520574e+01)
275             	3.84179466e+04	2.88235077e+02	(2.48629533e+02 -7.54149446e-16 1.15524903e+01)
276             	3.84191230e+04	2.88238075e+02	(2.48637957e+02 -7.54166664e-16 1.15531547e+01)
277             	3.84205733e+04	2.88240988e+02	(2.48648246e+02 -7.54176010e-16 1.15541078e+01)
278             	3.84222789e+04	2.88243829e+02	(2.48660095e+02 -7.54189972e-16 1.15551701e+01)
279             	3.84242186e+04	2.88246674e+02	(2.48673872e+02 -7.54204095e-16 1.15564229e+01)
280             	3.84263821e+04	2.88249232e+02	(2.48689273e+02 -7.54219191e-16 1.15577990e+01)
281             	3.84287512e+04	2.88251676e+02	(2.48706379e+02 -7.54231903e-16 1.15592994e+01)
282             	3.84313389e+04	2.88254147e+02	(2.48725168e+02 -7.54247586e-16 1.15610499e+01)
283             	3.84341303e+04	2.88256360e+02	(2.48745243e+02 -7.54264642e-16 1.15629539e+01)
284             	3.84371132e+04	2.88258588e+02	(2.48766824e+02 -7.54283183e-16 1.15650984e+01)
285             	3.84402809e+04	2.88260509e+02	(2.48789436e+02 -7.54302339e-16 1.15674439e+01)
286             	3.84436188e+04	2.88262258e+02	(2.48813186e+02 -7.54323259e-16 1.15699587e+01)
287             	3.84471454e+04	2.88264016e+02	(2.48838067e+02 -7.54351958e-16 1.15726999e+01)
288             	3.84508480e+04	2.88265473e+02	(2.48863724e+02 -7.54376585e-16 1.15755816e+01)
289             	3.84547064e+04	2.88266884e+02	(2.48890503e+02 -7.54409823e-16 1.15786613e+01)
290             	3.84587205e+04	2.88267892e+02	(2.48918109e+02 -7.54444683e-16 1.15818845e+01)
291             	3.84628748e+04	2.88268937e+02	(2.48946797e+02 -7.54483045e-16 1.15852877e+01)
292             	3.84671630e+04	2.88269619e+02	(2.48976342e+02 -7.54515650e-16 1.15888475e+01)
293             	3.84715675e+04	2.88270356e+02	(2.49007002e+02 -7.54557745e-16 1.15926102e+01)
294             	3.84760799e+04	2.88270791e+02	(2.49038528e+02 -7.54594698e-16 1.15965917e+01)
295             	3.84806809e+04	2.88271033e+02	(2.49071187e+02 -7.54631375e-16 1.16007558e+01)
296             	3.84853841e+04	2.88271372e+02	(2.49105056e+02 -7.54675191e-16 1.16050917e+01)
297             	3.84901867e+04	2.88271420e+02	(2.49139700e+02 -7.54712160e-16 1.16095853e+01)
298             	3.84950522e+04	2.88271441e+02	(2.49175353e+02 -7.54751820e-16 1.16142324e+01)
299             	3.84999917e+04	2.88271089e+02	(2.49211704e+02 -7.54781232e-16 1.16190496e+01)
300             	3.85049852e+04	2.88270832e+02	(2.49248746e+02 -7.54817703e-16 1.16239951e+01)
301             	3.85100285e+04	2.88270186e+02	(2.49286144e+02 -7.54836578e-16 1.16290748e+01)
302             	3.85150961e+04	2.88269551e+02	(2.49323983e+02 -7.54849011e-16 1.16342178e+01)
303             	3.85201798e+04	2.88268614e+02	(2.49362018e+02 -7.54837271e-16 1.16394678e+01)
304             	3.85252654e+04	2.88267544e+02	(2.49400326e+02 -7.54815745e-16 1.16447917e+01)
305             	3.85303614e+04	2.88266627e+02	(2.49438753e+02 -7.54803190e-16 1.16500769e+01)
306             	3.85354777e+04	2.88265383e+02	(2.49477062e+02 -7.54778245e-16 1.16553861e+01)
307             	3.85405924e+04	2.88264152e+02	(2.49515376e+02 -7.54753961e-16 1.16606501e+01)
308             	3.85457003e+04	2.88262638e+02	(2.49553523e+02 -7.54737844e-16 1.16659087e+01)
309             	3.85507901e+04	2.88260985e+02	(2.49591445e+02 -7.54727052e-16 1.16710996e+01)
310             	3.85558479e+04	2.88259440e+02	(2.49628998e+02 -7.54726599e-16 1.16761058e+01)
311             	3.85608590e+04	2.88257520e+02	(2.49666040e+02 -7.54725746e-16 1.16810564e+01)
312             	3.85658157e+04	2.88255339e+02	(2.49702685e+02 -7.54711690e-16 1.16859466e+01)
313             	3.85707182e+04	2.88253299e+02	(2.49738754e+02 -7.54700478e-16 1.16906154e+01)
314             	3.85755696e+04	2.88250877e+02	(2.49774132e+02 -7.54665053e-16 1.16951928e+01)
315             	3.85803407e+04	2.88248309e+02	(2.49808824e+02 -7.54645725e-16 1.16995247e+01)
316             	3.85850245e+04	2.88245453e+02	(2.49842737e+02 -7.54621929e-16 1.17037237e+01)
317             	3.85896156e+04	2.88242463e+02	(2.49875815e+02 -7.54613489e-16 1.17077647e+01)
318             	3.85940968e+04	2.88239511e+02	(2.49907962e+02 -7.54636714e-16 1.17114504e+01)
319             	3.85984645e+04	2.88236218e+02	(2.49939187e+02 -7.54653761e-16 1.17149302e+01)
320             	3.86027291e+04	2.88232708e+02	(2.49969552e+02 -7.54669606e-16 1.17181613e+01)
321             	3.86068746e+04	2.88229276e+02	(2.49998867e+02 -7.54694035e-16 1.17210047e+01)
322             	3.86108965e+04	2.88225458e+02	(2.50027126e+02 -7.54715165e-16 1.17236164e+01)
323             	3.86147875e+04	2.88221387e+02	(2.50054263e+02 -7.54703501e-16 1.17259921e+01)
324             	3.86185204e+04	2.88217440e+02	(2.50080103e+02 -7.54670488e-16 1.17279497e+01)
325             	3.86220827e+04	2.88213199e+02	(2.50104624e+02 -7.54623082e-16 1.17296858e+01)
326             	3.86254504e+04	2.88208789e+02	(2.50127651e+02 -7.54580331e-16 1.17310615e+01)
327             	3.86286211e+04	2.88204272e+02	(2.50149220e+02 -7.54525733e-16 1.17322200e+01)
328             	3.86316117e+04	2.88199660e+02	(2.50169269e+02 -7.54457487e-16 1.17331878e+01)
329             	3.86344138e+04	2.88194989e+02	(2.50187717e+02 -7.54421213e-16 1.17337892e+01)
330             	3.86370361e+04	2.88190201e+02	(2.50204618e+02 -7.54375083e-16 1.17341871e+01)
331             	3.86394851e+04	2.88185405e+02	(2.50219896e+02 -7.54311692e-16 1.17344979e+01)
332             	3.86417384e+04	2.88180716e+02	(2.50233404e+02 -7.54251997e-16 1.17345291e+01)
333             	3.86438075e+04	2.88175927e+02	(2.50245288e+02 -7.54191882e-16 1.17344384e+01)
334             	3.86456884e+04	2.88171090e+02	(2.50255418e+02 -7.54130602e-16 1.17340358e+01)
335             	3.86473795e+04	2.88166483e+02	(2.50263983e+02 -7.54057204e-16 1.17334184e+01)
336             	3.86488912e+04	2.88162025e+02	(2.50270924e+02 -7.53996384e-16 1.17326060e+01)
337             	3.86502041e+04	2.88157635e+02	(2.50276162e+02 -7.53947599e-16 1.17314237e+01)
338             	3.86513232e+04	2.88153346e+02	(2.50279858e+02 -7.53899566e-16 1.17300442e+01)
339             	3.86522645e+04	2.88149208e+02	(2.50281942e+02 -7.53850715e-16 1.17285203e+01)
340             	3.86529993e+04	2.88145238e+02	(2.50282415e+02 -7.53805837e-16 1.17266922e+01)
341             	3.86535375e+04	2.88141304e+02	(2.50281576e+02 -7.53756449e-16 1.17247436e+01)
342             	3.86538778e+04	2.88137384e+02	(2.50279239e+02 -7.53705094e-16 1.17225347e+01)
343             	3.86540192e+04	2.88133755e+02	(2.50275725e+02 -7.53655750e-16 1.17201801e+01)
344             	3.86539692e+04	2.88130309e+02	(2.50271049e+02 -7.53605405e-16 1.17177093e+01)
345             	3.86537124e+04	2.88126920e+02	(2.50265241e+02 -7.53558020e-16 1.17149987e+01)
346             	3.86532589e+04	2.88123768e+02	(2.50258595e+02 -7.53509322e-16 1.17121842e+01)
347             	3.86526086e+04	2.88120695e+02	(2.50250938e+02 -7.53463623e-16 1.17091636e+01)
348             	3.86517639e+04	2.88117972e+02	(2.50242469e+02 -7.53418368e-16 1.17060128e+01)
349             	3.86507393e+04	2.88115445e+02	(2.50233059e+02 -7.53376009e-16 1.17027696e+01)
350             	3.86495149e+04	2.88112926e+02	(2.50222643e+02 -7.53327870e-16 1.16993286e+01)
351             	3.86481046e+04	2.88110618e+02	(2.50211451e+02 -7.53277955e-16 1.16958032e+01)
352             	3.86465137e+04	2.88108329e+02	(2.50199196e+02 -7.53225339e-16 1.16921118e+01)
353             	3.86447477e+04	2.88106337e+02	(2.50186098e+02 -7.53175387e-16 1.16883243e+01)
354             	3.86428190e+04	2.88104474e+02	(2.50171975e+02 -7.53124968e-16 1.16844821e+01)
355             	3.86407099e+04	2.88102549e+02	(2.50156785e+02 -7.53066419e-16 1.16805001e+01)
356             	3.86384331e+04	2.88100842e+02	(2.50140803e+02 -7.53013757e-16 1.16764775e+01)
357             	3.86359984e+04	2.88099085e+02	(2.50123760e+02 -7.52961689e-16 1.16723550e+01)
358             	3.86334070e+04	2.88097591e+02	(2.50105912e+02 -7.52918539e-16 1.16681924e+01)
359             	3.86306665e+04	2.88095956e+02	(2.50087048e+02 -7.52876482e-16 1.16639317e+01)
360             	3.86277845e+04	2.88094578e+02	(2.50067396e+02 -7.52843128e-16 1.16596208e+01)
361             	3.86247677e+04	2.88093076e+02	(2.50046727e+02 -7.52808729e-16 1.16552151e+01)
362             	3.86216157e+04	2.88091833e+02	(2.50025296e+02 -7.52787267e-16 1.16507550e+01)
363             	3.86183384e+04	2.88090457e+02	(2.50002864e+02 -7.52768554e-16 1.16462036e+01)
364             	3.86149360e+04	2.88089388e+02	(2.49979635e+02 -7.52764656e-16 1.16415851e+01)
365             	3.86114193e+04	2.88088199e+02	(2.49955431e+02 -7.52760310e-16 1.16368871e+01)
366             	3.86077902e+04	2.88087326e+02	(2.49930483e+02 -7.52768522e-16 1.16321204e+01)
367             	3.86040638e+04	2.88086365e+02	(2.49904611e+02 -7.52772993e-16 1.16272841e+01)
368             	3.86002420e+04	2.88085770e+02	(2.49878043e+02 -7.52784677e-16 1.16223817e+01)
369             	3.85963403e+04	2.88085117e+02	(2.49850628e+02 -7.52789400e-16 1.16174327e+01)
370             	3.85923608e+04	2.88084863e+02	(2.49822597e+02 -7.52804412e-16 1.16124364e+01)
371             	3.85883195e+04	2.88084587e+02	(2.49793832e+02 -7.52810306e-16 1.16074389e+01)
372             	3.85842192e+04	2.88084709e+02	(2.49764548e+02 -7.52832541e-16 1.16024219e+01)
373             	3.85800774e+04	2.88084797e+02	(2.49734693e+02 -7.52846701e-16 1.15974456e+01)
374             	3.85758918e+04	2.88085278e+02	(2.49704461e+02 -7.52873108e-16 1.15924933e+01)
375             	3.85716795e+04	2.88085770e+02	(2.49673801e+02 -7.52896175e-16 1.15876458e+01)
376             	3.85674368e+04	2.88086621e+02	(2.49642882e+02 -7.52931934e-16 1.15828583e+01)
377             	3.85631827e+04	2.88087500e+02	(2.49611723e+02 -7.52964199e-16 1.15782123e+01)
378             	3.85589150e+04	2.88088763e+02	(2.49580509e+02 -7.52999729e-16 1.15736384e+01)
379             	3.85546555e+04	2.88090071e+02	(2.49549320e+02 -7.53029170e-16 1.15692327e+01)
380             	3.85504083e+04	2.88091679e+02	(2.49518466e+02 -7.53068090e-16 1.15649280e+01)
381             	3.85461850e+04	2.88093467e+02	(2.49487762e+02 -7.53110949e-16 1.15607547e+01)
382             	3.85419840e+04	2.88095104e+02	(2.49457312e+02 -7.53145583e-16 1.15568329e+01)
383             	3.85378217e+04	2.88097059e+02	(2.49427392e+02 -7.53181290e-16 1.15530242e+01)
384             	3.85337123e+04	2.88099260e+02	(2.49397865e+02 -7.53220647e-16 1.15493224e+01)
385             	3.85296529e+04	2.88101280e+02	(2.49368815e+02 -7.53249791e-16 1.15458590e+01)
386             	3.85256447e+04	2.88103574e+02	(2.49340293e+02 -7.53291667e-16 1.15425038e+01)
387             	3.85217132e+04	2.88105965e+02	(2.49312281e+02 -7.53326412e-16 1.15393704e+01)
388             	3.85178623e+04	2.88108501e+02	(2.49284885e+02 -7.53368088e-16 1.15363431e+01)
389             	3.85140871e+04	2.88111086e+02	(2.49258133e+02 -7.53408777e-16 1.15334346e+01)
390             	3.85103937e+04	2.88113627e+02	(2.49232148e+02 -7.53428747e-16 1.15308019e+01)
391             	3.85067855e+04	2.88116430e+02	(2.49207035e+02 -7.53440903e-16 1.15283247e+01)
392             	3.85032567e+04	2.88119356e+02	(2.49182676e+02 -7.53444053e-16 1.15260045e+01)
393             	3.84997993e+04	2.88122128e+02	(2.49159181e+02 -7.53414690e-16 1.15240504e+01)
394             	3.84964235e+04	2.88125157e+02	(2.49136589e+02 -7.53380948e-16 1.15223109e+01)
395             	3.84931366e+04	2.88128346e+02	(2.49114820e+02 -7.53373149e-16 1.15207465e+01)
396             	3.84899502e+04	2.88131380e+02	(2.49093948e+02 -7.53367612e-16 1.15195463e+01)
397             	3.84868796e+04	2.88134634e+02	(2.49074083e+02 -7.53352429e-16 1.15185519e+01)
398             	3.84839234e+04	2.88137979e+02	(2.49055107e+02 -7.53327657e-16 1.15176947e+01)
399             	3.84810873e+04	2.88141135e+02	(2.49037028e+02 -7.53308962e-16 1.15171765e+01)
400             	3.84783613e+04	2.88144462e+02	(2.49019788e+02 -7.53329371e-16 1.15167674e+01)
401             	3.84757690e+04	2.88147841e+02	(2.49003533e+02 -7.53353134e-16 1.15165906e+01)
402             	3.84733147e+04	2.88151202e+02	(2.48988213e+02 -7.53384035e-16 1.15165042e+01)
403             	3.84710041e+04	2.88154535e+02	(2.48973906e+02 -7.53419293e-16 1.15165449e+01)
404             	3.84688416e+04	2.88157818e+02	(2.48960581e+02 -7.53455722e-16 1.15167410e+01)
405             	3.84668321e+04	2.88161054e+02	(2.48948269e+02 -7.53495336e-16 1.15171128e+01)
406             	3.84649789e+04	2.88164245e+02	(2.48936988e+02 -7.53542890e-16 1.15176692e+01)
407             	3.84632831e+04	2.88167385e+02	(2.48926773e+02 -7.53582708e-16 1.15184204e+01)
408             	3.84617442e+04	2.88170473e+02	(2.48917645e+02 -7.53605389e-16 1.15193806e+01)
409             	3.84603608e+04	2.88173522e+02	(2.48909629e+02 -7.53632573e-16 1.15205532e+01)
410             	3.84591332e+04	2.88176527e+02	(2.48902744e+02 -7.53671695e-16 1.15219350e+01)
411             	3.84580645e+04	2.88179488e+02	(2.48897007e+02 -7.53706784e-16 1.15235154e+01)
412             	3.84571533e+04	2.88182407e+02	(2.48892450e+02 -7.53738891e-16 1.15252403e+01)
413             	3.84564229e+04	2.88185362e+02	(2.48889186e+02 -7.53772648e-16 1.15272149e+01)
414             	3.84558618e+04	2.88188252e+02	(2.48887044e+02 -7.53814285e-16 1.15293088e+01)
415             	3.84554434e+04	2.88191054e+02	(2.48886077e+02 -7.53853191e-16 1.15314785e+01)
416             	3.84551831e+04	2.88193793e+02	(2.48886308e+02 -7.53881004e-16 1.15338689e+01)
417             	3.84550573e+04	2.88196541e+02	(2.48887491e+02 -7.53900216e-16 1.15363883e+01)
418             	3.84550614e+04	2.88199325e+02	(2.48889832e+02 -7.53913051e-16 1.15391602e+01)
419             	3.84552092e+04	2.88201892e+02	(2.48893243e+02 -7.53924363e-16 1.15421294e+01)
420             	3.84555045e+04	2.88204385e+02	(2.48897777e+02 -7.53940729e-16 1.15452302e+01)
421             	3.84559671e+04	2.88206935e+02	(2.48903470e+02 -7.53959815e-16 1.15485202e+01)
422             	3.84565875e+04	2.88209325e+02	(2.48910114e+02 -7.53973640e-16 1.15518755e+01)
423             	3.84573457e+04	2.88211616e+02	(2.48917824e+02 -7.53992847e-16 1.15552384e+01)
424             	3.84582638e+04	2.88213942e+02	(2.48926568e+02 -7.54019523e-16 1.15586765e+01)
425             	3.84593288e+04	2.88216168e+02	(2.48936030e+02 -7.54046974e-16 1.15620960e+01)
426             	3.84605328e+04	2.88218428e+02	(2.48946425e+02 -7.54076402e-16 1.15655697e+01)
427             	3.84618750e+04	2.88220437e+02	(2.48957558e+02 -7.54108592e-16 1.15690384e+01)
428             	3.84633545e+04	2.88222613e+02	(2.48969580e+02 -7.54140461e-16 1.15725711e+01)
429             	3.84649628e+04	2.88224568e+02	(2.48982308e+02 -7.54163624e-16 1.15760979e+01)
430             	3.84666984e+04	2.88226578e+02	(2.48995924e+02 -7.54191491e-16 1.15796648e+01)
431             	3.84685625e+04	2.88228322e+02	(2.49010229e+02 -7.54212443e-16 1.15832219e+01)
432             	3.84705467e+04	2.88230162e+02	(2.49025402e+02 -7.54237376e-16 1.15868164e+01)
433             	3.84726476e+04	2.88231695e+02	(2.49041251e+02 -7.54257087e-16 1.15904061e+01)
434             	3.84748601e+04	2.88233265e+02	(2.49057911e+02 -7.54282245e-16 1.15940409e+01)
435             	3.84771827e+04	2.88234521e+02	(2.49075211e+02 -7.54298150e-16 1.15976912e+01)
436             	3.84796067e+04	2.88235799e+02	(2.49093317e+02 -7.54318405e-16 1.16013706e+01)
437             	3.84821315e+04	2.88236764e+02	(2.49112076e+02 -7.54334198e-16 1.16050596e+01)
438             	3.84847482e+04	2.88237821e+02	(2.49131670e+02 -7.54351668e-16 1.16087750e+01)
439             	3.84874568e+04	2.88238595e+02	(2.49151968e+02 -7.54361388e-16 1.16125036e+01)
440             	3.84902441e+04	2.88239422e+02	(2.49173041e+02 -7.54380014e-16 1.16162299e+01)
441             	3.84931100e+04	2.88239968e+02	(2.49194682e+02 -7.54390948e-16 1.16199453e+01)
442             	3.84960407e+04	2.88240615e+02	(2.49216993e+02 -7.54407978e-16 1.16236255e+01)
443             	3.84990385e+04	2.88240982e+02	(2.49239765e+02 -7.54416858e-16 1.16272803e+01)
444             	3.85020882e+04	2.88241421e+02	(2.49262984e+02 -7.54432853e-16 1.16308688e+01)
445             	3.85051959e+04	2.88241558e+02	(2.49286473e+02 -7.54438732e-16 1.16344007e+01)
446             	3.85083476e+04	2.88241770e+02	(2.49310303e+02 -7.54448232e-16 1.16378281e+01)
447             	3.85115488e+04	2.88241706e+02	(2.49334322e+02 -7.54450788e-16 1.16411884e+01)
448             	3.85147914e+04	2.88241727e+02	(2.49358570e+02 -7.54458803e-16 1.16444266e+01)
449             	3.85180820e+04	2.88241477e+02	(2.49382891e+02 -7.54468888e-16 1.16475868e+01)
450             	3.85214018e+04	2.88241300e+02	(2.49407292e+02 -7.54484858e-16 1.16505659e+01)
451             	3.85247508e+04	2.88240860e+02	(2.49431632e+02 -7.54491669e-16 1.16534349e+01)
452             	3.85281136e+04	2.88240505e+02	(2.49455941e+02 -7.54500731e-16 1.16561208e+01)
453             	3.85314848e+04	2.88239924e+02	(2.49480078e+02 -7.54505493e-16 1.16587129e+01)
454             	3.85348594e+04	2.88239223e+02	(2.49504114e+02 -7.54506676e-16 1.16612104e+01)
455             	3.85382388e+04	2.88238614e+02	(2.49527959e+02 -7.54515013e-16 1.16635043e+01)
456             	3.85416247e+04	2.88237756e+02	(2.49551535e+02 -7.54523379e-16 1.16656989e+01)
457             	3.85449999e+04	2.88236885e+02	(2.49574912e+02 -7.54533765e-16 1.16676915e+01)
458             	3.85483713e+04	2.88235777e+02	(2.49598041e+02 -7.54537280e-16 1.16695722e+01)
459             	3.85517297e+04	2.88234664e+02	(2.49620889e+02 -7.54537476e-16 1.16712233e+01)
460             	3.85550763e+04	2.88233263e+02	(2.49643465e+02 -7.54522787e-16 1.16727387e+01)
461             	3.85583961e+04	2.88231840e+02	(2.49665752e+02 -7.54509086e-16 1.16739906e+01)
462             	3.85616831e+04	2.88230188e+02	(2.49687683e+02 -7.54498799e-16 1.16750767e+01)
463             	3.85649373e+04	2.88228376e+02	(2.49709320e+02 -7.54488633e-16 1.16760071e+01)
464             	3.85681446e+04	2.88226575e+02	(2.49730552e+02 -7.54486454e-16 1.16766374e+01)
465             	3.85713018e+04	2.88224512e+02	(2.49751323e+02 -7.54490225e-16 1.16771189e+01)
466             	3.85743881e+04	2.88222338e+02	(2.49771614e+02 -7.54514486e-16 1.16773774e+01)
467             	3.85774081e+04	2.88219965e+02	(2.49791434e+02 -7.54526470e-16 1.16775089e+01)
468             	3.85803616e+04	2.88217441e+02	(2.49810667e+02 -7.54532373e-16 1.16775270e+01)
469             	3.85832337e+04	2.88214856e+02	(2.49829189e+02 -7.54539102e-16 1.16773048e+01)
470             	3.85860321e+04	2.88212041e+02	(2.49846981e+02 -7.54542830e-16 1.16769851e+01)
471             	3.85887351e+04	2.88209088e+02	(2.49863915e+02 -7.54551327e-16 1.16764551e+01)
472             	3.85913409e+04	2.88206034e+02	(2.49880025e+02 -7.54569816e-16 1.16758214e+01)
473             	3.85938564e+04	2.88202902e+02	(2.49895311e+02 -7.54573322e-16 1.16751241e+01)
474             	3.85962612e+04	2.88199723e+02	(2.49909671e+02 -7.54565615e-16 1.16742397e+01)
