# Residuals   
# Time        	Ux            	Uy            	p             	k             	omega         
968           	5.644296e-04	6.708826e-01	2.728234e-01	5.183630e-03	1.493922e-03
969           	5.419923e-04	7.689206e-01	7.620859e-01	3.018722e-03	1.041951e-03
970           	3.950892e-04	6.902084e-01	2.724689e-01	3.464689e-03	5.046973e-04
971           	3.847495e-04	6.864280e-01	7.652575e-01	5.039926e-03	9.423355e-04
972           	5.644261e-04	6.708763e-01	2.728111e-01	5.183615e-03	1.493918e-03
973           	5.419937e-04	7.689480e-01	7.621984e-01	3.018707e-03	1.041947e-03
974           	3.950914e-04	6.901970e-01	2.724674e-01	3.464674e-03	5.046941e-04
975           	3.847452e-04	6.864286e-01	7.652046e-01	5.039912e-03	9.423329e-04
976           	5.644210e-04	6.708957e-01	2.728285e-01	5.183600e-03	1.493915e-03
977           	5.419974e-04	7.689326e-01	7.620564e-01	3.018692e-03	1.041943e-03
978           	3.950927e-04	6.902186e-01	2.724710e-01	3.464659e-03	5.046909e-04
979           	3.847431e-04	6.864415e-01	7.652987e-01	5.039899e-03	9.423305e-04
980           	5.644176e-04	6.708843e-01	2.728117e-01	5.183586e-03	1.493911e-03
981           	5.419986e-04	7.689603e-01	7.621707e-01	3.018678e-03	1.041939e-03
982           	3.950949e-04	6.902042e-01	2.724657e-01	3.464645e-03	5.046879e-04
983           	3.847388e-04	6.864399e-01	7.652201e-01	5.039887e-03	9.423281e-04
984           	5.644128e-04	6.708995e-01	2.728277e-01	5.183572e-03	1.493908e-03
985           	5.420021e-04	7.689466e-01	7.620543e-01	3.018664e-03	1.041936e-03
986           	3.950960e-04	6.902282e-01	2.724692e-01	3.464631e-03	5.046850e-04
987           	3.847370e-04	6.864571e-01	7.653719e-01	5.039874e-03	9.423260e-04
988           	5.644095e-04	6.708903e-01	2.728130e-01	5.183559e-03	1.493905e-03
989           	5.420049e-04	7.689597e-01	7.620900e-01	3.018651e-03	1.041932e-03
990           	3.950979e-04	6.902274e-01	2.724667e-01	3.464618e-03	5.046823e-04
991           	3.847338e-04	6.864607e-01	7.653041e-01	5.039862e-03	9.423239e-04
992           	5.644060e-04	6.708925e-01	2.728199e-01	5.183546e-03	1.493902e-03
993           	5.420047e-04	7.689805e-01	7.621174e-01	3.018638e-03	1.041929e-03
994           	3.950993e-04	6.902208e-01	2.724654e-01	3.464605e-03	5.046797e-04
995           	3.847298e-04	6.864612e-01	7.652458e-01	5.039851e-03	9.423219e-04
996           	5.644012e-04	6.709108e-01	2.728235e-01	5.183534e-03	1.493900e-03
997           	5.420086e-04	7.689662e-01	7.620594e-01	3.018626e-03	1.041926e-03
998           	3.951007e-04	6.902389e-01	2.724690e-01	3.464593e-03	5.046771e-04
999           	3.847289e-04	6.864783e-01	7.654199e-01	5.039839e-03	9.423200e-04
1000          	5.643988e-04	6.708994e-01	2.728175e-01	5.183521e-03	1.493897e-03
